route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
16,1324,1343072,Transway1A,Tri519478,0,1329,176728,0,0
16,1325,1343073,Transway1A,Tri519478,0,1479,176728,0,0
16,1326,1343074,Transway1A,Tri519478,0,1628,176728,0,0
16,1322,1343075,Transway1A,Tri519479,0,1031,176728,0,0
16,1323,1343076,Transway1A,Tri519479,0,1178,176728,0,0
16,1324,1343077,Transway1A,Tri519479,0,1327,176728,0,0
16,1325,1343078,Transway1A,Tri519479,0,1477,176728,0,0
16,1326,1343079,Transway1A,Tri519479,0,1626,176728,0,0
16,1322,1343080,Transway1A,Tri519480,0,1032,176728,0,0
16,1323,1343081,Transway1A,Tri519480,0,1179,176728,0,0
16,1324,1343082,Transway1A,Tri519480,0,1328,176728,0,0
16,1325,1343083,Transway1A,Tri519480,0,1478,176728,0,0
16,1326,1343084,Transway1A,Tri519480,0,1627,176728,0,0
16,1322,1343085,Transway1A,Tri519481,0,1033,176728,0,0
16,1323,1343086,Transway1A,Tri519481,0,1180,176728,0,0
16,1324,1343087,Transway1A,Tri519481,0,1329,176728,0,0
16,1325,1343088,Transway1A,Tri519481,0,1479,176728,0,0
16,1326,1343089,Transway1A,Tri519481,0,1628,176728,0,0
16,1322,1343090,Transway1A,Tri519482,0,1032,176728,0,0
16,1323,1343091,Transway1A,Tri519482,0,1179,176728,0,0
16,1324,1343092,Transway1A,Tri519482,0,1328,176728,0,0
16,1325,1343093,Transway1A,Tri519482,0,1478,176728,0,0
16,1326,1343094,Transway1A,Tri519482,0,1627,176728,0,0
16,1322,1343095,Transway1A,Tri519483,0,1033,176728,0,0
16,1323,1343096,Transway1A,Tri519483,0,1180,176728,0,0
16,1324,1343097,Transway1A,Tri519483,0,1329,176728,0,0
16,1325,1343098,Transway1A,Tri519483,0,1479,176728,0,0
16,1326,1343099,Transway1A,Tri519483,0,1628,176728,0,0
16,1322,1343100,Transway1A,Tri519484,0,1032,176728,0,0
16,1323,1343101,Transway1A,Tri519484,0,1179,176728,0,0
16,1324,1343102,Transway1A,Tri519484,0,1328,176728,0,0
16,1325,1343103,Transway1A,Tri519484,0,1478,176728,0,0
16,1326,1343104,Transway1A,Tri519484,0,1627,176728,0,0
16,1322,1343105,Transway1A,Tri519485,0,1033,176728,0,0
16,1323,1343106,Transway1A,Tri519485,0,1180,176728,0,0
16,1324,1343107,Transway1A,Tri519485,0,1329,176728,0,0
